Random;16405650.0;40;[[148, 53, 173, 46], [38, 230, 116, 203], [145, 203, 202, 129], [216, 163, 335, 24]]
Random;16405740.0;40;[[141, 180, 333, 60]]
Random;16405755.0;40;[[20, 280, 89, 260], [157, 246, 252, 18]]
Random;16406250.0;40;[[96, 298, 336, 202]]
Random;16406535.0;40;[[131, 186, 311, 58]]
Random;16406550.0;40;[[4, 191, 236, 125], [278, 280, 347, 168]]
Random;16406805.0;40;[[306, 245, 327, 199], [31, 183, 77, 10], [168, 244, 289, 212], [184, 206, 236, 9]]
Random;16407165.0;40;[[149, 294, 329, 166]]
Random;16407975.0;40;[[2, 262, 162, 118]]
Random;16408815.0;40;[[134, 292, 286, 227], [124, 75, 312, 5]]
Random;16408920.0;40;[[208, 68, 223, 30], [178, 152, 225, 77], [49, 310, 285, 230], [302, 289, 307, 276]]
Random;16409115.0;40;[[104, 318, 200, 78]]
Random;16409265.0;40;[[23, 316, 26, 312], [36, 158, 60, 82], [165, 157, 336, 33]]
Random;16409325.0;40;[[0, 289, 144, 129]]
Random;16409385.0;40;[[6, 304, 102, 64]]
Random;16409520.0;40;[[14, 303, 94, 274], [103, 293, 177, 13]]
Random;16409925.0;40;[[16, 172, 176, 28]]
Random;16410165.0;40;[[139, 158, 171, 62], [242, 318, 264, 290], [190, 200, 354, 82]]
Random;16410225.0;40;[[109, 283, 239, 181], [297, 218, 357, 55]]
Random;16410300.0;40;[[153, 278, 243, 134], [245, 179, 321, 71], [125, 294, 149, 216]]
Random;16410420.0;40;[[62, 283, 222, 139]]
Random;16410480.0;40;[[87, 307, 176, 89], [20, 261, 54, 154]]
Random;16410525.0;40;[[220, 155, 317, 107], [51, 86, 197, 2], [204, 205, 313, 160], [255, 260, 282, 215]]
Random;16410555.0;40;[[126, 315, 318, 195]]
Random;16410585.0;40;[[274, 259, 355, 185], [55, 196, 121, 137], [186, 127, 323, 31]]
Random;16410765.0;40;[[33, 218, 148, 151], [173, 275, 360, 225], [47, 70, 142, 7]]
Random;16410885.0;40;[[126, 197, 146, 165], [128, 145, 328, 33]]
Random;16411080.0;40;[[83, 318, 89, 303], [17, 168, 103, 53], [37, 299, 75, 229], [166, 308, 266, 204]]
Random;16411575.0;40;[[22, 275, 166, 115]]
Random;16411605.0;40;[[135, 288, 263, 108]]
Random;16411740.0;40;[[120, 119, 210, 8], [155, 288, 245, 143]]
Random;16412145.0;40;[[157, 303, 190, 175], [235, 278, 319, 54]]
Random;16412280.0;40;[[51, 289, 231, 161]]
Random;16412445.0;40;[[39, 179, 219, 51]]
Random;16412610.0;40;[[28, 152, 118, 94], [269, 287, 334, 67], [181, 169, 269, 129]]
Random;16412670.0;40;[[12, 111, 268, 21]]
Random;16412715.0;40;[[35, 228, 121, 70], [295, 306, 327, 185], [279, 91, 311, 58], [117, 314, 233, 275]]
Random;16412955.0;40;[[212, 303, 340, 123]]
Random;16413195.0;40;[[249, 244, 345, 4]]
Random;16413330.0;40;[[88, 283, 328, 187]]
Random;16413465.0;40;[[31, 169, 175, 9]]
Random;16413720.0;40;[[89, 213, 217, 33]]
Random;16413810.0;40;[[123, 309, 251, 129]]
Random;16414020.0;40;[[173, 314, 335, 234], [195, 179, 355, 116]]
Random;16414125.0;40;[[6, 216, 171, 141], [269, 224, 348, 89]]
Random;16414305.0;40;[[216, 198, 340, 33], [21, 256, 41, 204], [72, 239, 142, 217]]
Random;16414950.0;40;[[176, 185, 356, 57]]
Random;16414965.0;40;[[257, 166, 352, 13], [94, 108, 175, 3]]
Random;16415040.0;40;[[65, 292, 321, 202]]
Random;16415205.0;40;[[18, 274, 275, 209], [231, 164, 351, 128], [184, 178, 215, 113]]
Random;16415310.0;40;[[33, 205, 321, 125]]
Random;16415370.0;40;[[96, 291, 336, 195]]
Random;16415595.0;40;[[245, 282, 324, 131], [189, 91, 258, 2], [1, 239, 71, 168]]
Random;16415685.0;40;[[58, 143, 156, 65], [75, 217, 138, 190], [240, 283, 323, 118]]
Random;16415790.0;40;[[41, 175, 297, 85]]
Random;16415865.0;40;[[147, 192, 327, 64]]
Random;16416165.0;40;[[128, 291, 218, 35]]
Random;16416195.0;40;[[153, 313, 273, 121]]
Random;16416240.0;40;[[188, 319, 316, 139]]
Random;16416675.0;40;[[99, 206, 227, 26]]
Random;16417005.0;40;[[125, 192, 253, 12]]
Random;16417080.0;40;[[7, 302, 151, 142]]
Random;16417170.0;40;[[231, 239, 359, 74], [46, 264, 106, 232]]
Random;16417455.0;40;[[219, 310, 347, 130]]
Random;16417500.0;40;[[8, 270, 98, 14]]
Random;16418025.0;40;[[36, 276, 164, 96]]
Random;16418025.0;40;[[155, 279, 251, 39]]
Random;16418355.0;40;[[214, 283, 342, 103]]
Random;16418550.0;40;[[0, 295, 54, 258], [40, 159, 97, 21], [242, 263, 350, 141]]
Random;16418595.0;40;[[100, 80, 203, 2], [66, 182, 215, 88], [253, 139, 267, 131], [157, 300, 194, 276]]
Random;16418625.0;40;[[33, 142, 273, 46]]
Random;16418640.0;40;[[80, 290, 173, 201], [180, 146, 291, 13]]
Random;16418670.0;40;[[33, 230, 153, 38]]
Random;16418745.0;40;[[156, 177, 348, 57]]
Random;16418880.0;40;[[249, 254, 339, 22], [100, 112, 127, 32]]
Random;16419015.0;40;[[8, 291, 132, 107], [339, 211, 355, 197]]
Random;16419150.0;40;[[204, 257, 353, 147], [27, 296, 160, 246]]
Random;16419600.0;40;[[141, 264, 231, 8]]
Random;16419645.0;40;[[153, 232, 333, 104]]
Random;16420020.0;40;[[2, 278, 69, 87], [128, 153, 262, 86], [292, 181, 347, 158]]
Random;16420050.0;40;[[46, 157, 326, 82], [205, 244, 265, 210]]
Random;16420320.0;40;[[40, 149, 232, 77], [8, 305, 175, 257], [36, 188, 84, 163]]
Random;16420560.0;40;[[72, 101, 127, 85], [6, 204, 283, 124]]
Random;16420590.0;40;[[310, 60, 327, 18], [74, 229, 215, 135], [31, 112, 220, 64]]
Random;16420725.0;40;[[242, 316, 332, 60]]
Random;16420830.0;40;[[105, 113, 236, 31], [40, 272, 118, 159], [12, 128, 79, 76]]
Random;16421115.0;40;[[18, 237, 178, 93]]
Random;16421235.0;40;[[157, 172, 224, 137], [5, 221, 69, 126], [8, 85, 193, 6]]
Random;16421280.0;40;[[14, 291, 104, 35]]
Random;16421340.0;40;[[70, 244, 116, 229], [5, 159, 91, 9], [181, 180, 256, 54]]
Random;16421355.0;40;[[122, 294, 248, 115], [287, 217, 305, 190]]
Random;16421715.0;40;[[141, 262, 269, 82]]
Random;16421910.0;40;[[13, 219, 205, 99]]
Random;16422045.0;40;[[116, 173, 276, 29]]
Random;16422090.0;40;[[80, 148, 268, 54], [60, 44, 123, 4], [224, 191, 313, 159]]
Random;16422240.0;40;[[2, 215, 115, 154], [16, 126, 106, 101], [77, 94, 173, 54], [164, 208, 277, 119]]
Random;16422270.0;40;[[200, 209, 360, 65]]
Random;16422480.0;40;[[190, 134, 212, 94], [231, 284, 311, 7]]
Random;16422600.0;40;[[73, 303, 123, 139], [266, 311, 336, 99]]
Random;16422630.0;40;[[89, 319, 196, 215], [266, 241, 359, 193], [49, 137, 147, 61]]
Random;16422750.0;40;[[153, 284, 345, 164]]
Random;16423485.0;40;[[9, 162, 39, 119], [70, 91, 320, 4]]
Random;16423530.0;40;[[57, 123, 141, 55], [210, 261, 305, 217], [163, 96, 336, 20]]
Random;16423545.0;40;[[2, 290, 194, 170]]
Random;16423575.0;40;[[79, 224, 195, 85], [234, 238, 247, 204], [264, 242, 347, 164]]
Random;16424610.0;40;[[103, 317, 311, 252], [255, 226, 359, 161], [246, 152, 286, 83]]
Random;16424640.0;40;[[121, 118, 305, 43], [76, 291, 160, 181]]
Random;16424685.0;40;[[123, 160, 315, 40]]
Random;16424880.0;40;[[168, 269, 296, 89]]
Random;16424955.0;40;[[99, 196, 243, 36]]
Random;16424985.0;40;[[27, 156, 283, 66]]
Random;16425030.0;40;[[42, 283, 234, 163]]
Random;16425330.0;40;[[101, 101, 163, 38], [252, 185, 329, 137], [37, 309, 124, 163], [262, 90, 298, 14]]
Random;16425900.0;40;[[82, 249, 274, 129]]
Random;16426020.0;40;[[19, 311, 131, 276], [231, 154, 356, 35], [55, 135, 70, 118], [6, 238, 48, 143]]
Random;16426380.0;40;[[184, 93, 221, 83], [66, 204, 119, 55], [41, 292, 228, 213]]
Random;16426395.0;40;[[69, 158, 325, 68]]
Random;16426485.0;40;[[142, 254, 270, 74]]
Random;16426785.0;40;[[170, 64, 314, 12], [159, 314, 255, 152]]
Random;16426830.0;40;[[225, 207, 319, 93], [131, 253, 183, 86], [183, 292, 239, 227]]
Random;16426875.0;40;[[21, 300, 117, 60]]
Random;16427070.0;40;[[108, 192, 190, 73], [217, 290, 342, 195], [202, 167, 223, 100]]
Random;16427205.0;40;[[175, 293, 213, 217], [22, 320, 110, 91]]
Random;16427325.0;40;[[50, 267, 194, 107]]
Random;16427505.0;40;[[90, 99, 124, 40], [134, 213, 213, 73], [135, 292, 241, 265], [261, 189, 317, 62]]
Random;16427700.0;40;[[67, 187, 215, 79], [267, 279, 311, 216], [110, 316, 236, 282]]
Random;16428285.0;40;[[93, 196, 273, 68]]
Random;16428330.0;40;[[6, 280, 262, 190]]
Random;16428390.0;40;[[121, 187, 249, 7]]
Random;16428555.0;40;[[66, 202, 202, 46], [236, 273, 284, 235]]
Random;16428645.0;40;[[139, 316, 283, 156]]
Random;16428735.0;40;[[80, 290, 170, 34]]
Random;16428930.0;40;[[211, 136, 243, 57], [255, 208, 335, 143], [65, 299, 239, 211]]
Random;16429005.0;40;[[255, 254, 351, 14]]
Random;16429380.0;40;[[19, 257, 99, 178], [134, 129, 286, 19]]
Random;16429725.0;40;[[10, 227, 170, 83]]
Random;16429785.0;40;[[27, 182, 155, 2]]
Random;16429800.0;40;[[137, 266, 225, 62], [2, 282, 55, 186]]
Random;16429875.0;40;[[8, 285, 123, 176], [24, 124, 215, 69]]
Random;16430100.0;40;[[11, 110, 299, 30]]
Random;16430250.0;40;[[72, 200, 176, 28], [140, 312, 186, 200]]
Random;16430325.0;40;[[148, 288, 328, 160]]
Random;16430370.0;40;[[170, 99, 254, 26], [117, 277, 297, 208], [33, 166, 99, 98]]
Random;16430460.0;40;[[116, 270, 236, 78]]
Random;16430490.0;40;[[173, 40, 242, 2], [52, 311, 298, 228]]
Random;16430505.0;40;[[195, 49, 278, 27], [62, 293, 154, 204], [76, 178, 172, 114], [236, 316, 347, 254]]
Random;16431015.0;40;[[50, 207, 98, 28], [240, 166, 272, 52], [139, 277, 274, 197]]
Random;16431180.0;40;[[90, 177, 330, 81]]
Random;16432140.0;40;[[154, 175, 314, 31]]
Random;16432155.0;40;[[198, 283, 253, 227], [316, 159, 328, 129], [84, 159, 280, 59]]
Random;16432290.0;40;[[183, 254, 345, 188], [66, 311, 164, 185]]
Random;16432290.0;40;[[124, 229, 316, 109]]
Random;16432335.0;40;[[48, 109, 336, 29]]
Random;16432650.0;40;[[58, 214, 130, 167], [182, 298, 286, 109]]
Random;16432740.0;40;[[170, 245, 316, 139], [165, 133, 245, 71], [128, 245, 156, 152]]
Random;16432965.0;40;[[145, 212, 219, 19], [174, 311, 325, 253]]
Random;16433220.0;40;[[119, 279, 279, 135]]
Random;16433265.0;40;[[55, 225, 215, 81]]
Random;16433280.0;40;[[5, 231, 149, 71]]
Random;16433325.0;40;[[201, 208, 329, 28]]
Random;16433550.0;40;[[254, 243, 348, 72], [2, 82, 131, 28]]
Random;16433670.0;40;[[24, 182, 70, 89], [36, 295, 213, 189]]
Random;16433805.0;40;[[52, 87, 340, 7]]
Random;16433820.0;40;[[195, 168, 328, 84], [61, 293, 153, 164]]
Random;16433835.0;40;[[213, 54, 231, 43], [178, 131, 217, 99], [75, 294, 252, 172]]
Random;16434000.0;40;[[217, 301, 330, 109], [69, 218, 97, 170]]
Random;16434000.0;40;[[74, 153, 266, 33]]
Random;16434180.0;40;[[181, 256, 220, 178], [75, 269, 176, 71]]
Random;16434195.0;40;[[19, 293, 163, 133]]
Random;16434390.0;40;[[130, 302, 218, 208], [124, 165, 332, 94]]
Random;16434585.0;40;[[271, 309, 343, 289], [180, 213, 315, 53]]
Random;16434615.0;40;[[62, 200, 182, 8]]
Random;16435035.0;40;[[9, 144, 166, 72], [233, 146, 311, 108], [163, 258, 249, 156]]
Random;16435080.0;40;[[74, 179, 299, 87], [151, 280, 196, 228]]
Random;16435365.0;40;[[22, 245, 304, 164], [153, 271, 162, 249]]
Random;16435425.0;40;[[111, 190, 239, 10]]
Random;16435830.0;40;[[154, 82, 205, 58], [235, 237, 323, 60], [239, 303, 343, 243]]
Random;16435920.0;40;[[200, 320, 280, 32]]
Random;16436280.0;40;[[115, 211, 256, 67], [9, 44, 85, 8]]
Random;16436595.0;40;[[88, 257, 268, 129]]
Random;16436670.0;40;[[120, 277, 207, 47], [45, 233, 70, 137], [98, 270, 106, 242], [218, 149, 232, 120]]
Random;16437225.0;40;[[135, 251, 217, 59], [284, 258, 341, 130]]
Random;16437240.0;40;[[22, 225, 166, 65]]
Random;16437300.0;40;[[221, 262, 294, 70], [121, 156, 215, 60]]
Random;16437375.0;40;[[61, 307, 226, 209], [275, 159, 338, 76], [293, 189, 352, 170], [98, 135, 124, 115]]
Random;16437585.0;40;[[109, 229, 207, 194], [5, 127, 190, 21]]
Random;16437660.0;40;[[189, 320, 349, 176]]
Random;16437765.0;40;[[233, 136, 261, 56], [86, 310, 294, 210]]
Random;16437825.0;40;[[179, 237, 310, 125], [80, 189, 126, 53], [14, 211, 47, 147]]
Random;16437855.0;40;[[239, 255, 328, 138], [18, 249, 45, 190], [80, 262, 223, 224], [62, 74, 142, 4]]
Random;16438350.0;40;[[107, 242, 277, 188], [181, 183, 271, 29]]
Random;16438350.0;40;[[159, 273, 249, 17]]
Random;16438380.0;40;[[7, 98, 263, 8]]
Random;16438425.0;40;[[23, 197, 203, 69]]
Random;16438935.0;40;[[39, 198, 199, 54]]
Random;16439595.0;40;[[156, 230, 260, 48], [132, 240, 140, 212], [33, 153, 69, 45]]
Random;16439700.0;40;[[13, 288, 79, 190], [28, 168, 62, 62], [206, 292, 300, 230], [107, 317, 167, 198]]
Random;16439745.0;40;[[178, 248, 279, 68], [46, 174, 136, 120]]
Random;16439775.0;40;[[46, 314, 144, 254], [25, 247, 245, 169]]
Random;16439805.0;40;[[41, 290, 178, 220], [10, 71, 153, 3], [255, 141, 292, 63], [104, 187, 139, 163]]
Random;16439880.0;40;[[107, 211, 347, 115]]
Random;16440090.0;40;[[261, 140, 330, 69], [38, 66, 274, 0], [256, 262, 351, 235]]
Random;16440240.0;40;[[10, 104, 298, 24]]
Random;16440255.0;40;[[223, 319, 319, 79]]
Random;16440915.0;40;[[45, 308, 189, 148]]
Random;16440930.0;40;[[306, 284, 330, 208], [148, 178, 304, 42]]
Random;16441110.0;40;[[154, 202, 346, 82]]
Random;16441365.0;40;[[126, 267, 222, 27]]
Random;16441395.0;40;[[138, 299, 196, 209], [71, 164, 206, 32]]
Random;16441470.0;40;[[276, 282, 334, 214], [173, 145, 327, 21]]
Random;16441770.0;40;[[179, 113, 194, 101], [17, 220, 161, 87], [243, 276, 346, 240]]
Random;16442040.0;40;[[119, 257, 236, 175], [5, 269, 88, 107]]
Random;16442100.0;40;[[180, 265, 300, 73]]
Random;16442130.0;40;[[125, 111, 205, 19], [83, 195, 307, 125]]
Random;16442220.0;40;[[260, 58, 275, 12], [135, 296, 179, 273], [226, 300, 328, 101], [42, 226, 68, 186]]
Random;16442325.0;40;[[54, 128, 246, 8]]
Random;16442700.0;40;[[238, 260, 334, 20]]
Random;16442745.0;40;[[205, 266, 257, 73], [34, 208, 134, 114], [80, 39, 186, 5]]
Random;16442880.0;40;[[45, 203, 165, 11]]
Random;16443045.0;40;[[214, 265, 342, 85]]
Random;16443510.0;40;[[44, 287, 98, 172], [101, 178, 156, 73], [254, 292, 321, 127]]
Random;16443540.0;40;[[278, 304, 353, 171], [19, 210, 220, 145]]
Random;16443585.0;40;[[255, 280, 296, 190], [89, 281, 168, 215], [138, 116, 290, 23]]
Random;16443885.0;40;[[239, 140, 268, 48], [10, 314, 173, 242], [205, 260, 332, 192]]
Random;16444125.0;40;[[107, 295, 187, 7]]
Random;16444200.0;40;[[102, 190, 246, 30]]
Random;16444395.0;40;[[22, 150, 202, 22]]
Random;16444425.0;40;[[239, 316, 319, 28]]
Random;16444650.0;40;[[85, 299, 245, 155]]
Random;16444695.0;40;[[22, 248, 278, 158]]
Random;16444710.0;40;[[162, 133, 332, 43], [74, 253, 246, 208]]
Random;16444740.0;40;[[218, 210, 353, 60], [24, 80, 117, 50]]
Random;16444815.0;40;[[75, 197, 267, 77]]
Random;16445100.0;40;[[85, 143, 341, 53]]
Random;16445325.0;40;[[131, 89, 184, 52], [325, 145, 347, 86], [66, 257, 217, 126]]
Random;16445370.0;40;[[226, 311, 240, 301], [5, 205, 81, 90], [262, 281, 342, 104]]
Random;16445415.0;40;[[89, 305, 219, 224], [183, 54, 241, 36], [224, 288, 341, 190]]
Random;16445415.0;40;[[278, 267, 341, 62], [156, 216, 233, 91], [182, 66, 207, 46]]
Random;16445460.0;40;[[203, 298, 323, 106]]
Random;16445655.0;40;[[231, 288, 327, 48]]
Random;16445850.0;40;[[114, 197, 188, 18], [16, 276, 182, 217]]
Random;16446180.0;40;[[232, 316, 360, 136]]
Random;16446225.0;40;[[6, 257, 246, 161]]
Random;16446240.0;40;[[141, 297, 261, 105]]
Random;16446435.0;40;[[150, 141, 330, 13]]
Random;16446630.0;40;[[3, 236, 123, 44]]
Random;16446855.0;40;[[23, 300, 143, 108]]
Random;16447005.0;40;[[48, 312, 304, 222]]
Random;16447155.0;40;[[83, 141, 133, 45], [209, 279, 275, 169], [87, 305, 209, 268], [296, 303, 349, 181]]
Random;16447380.0;40;[[76, 194, 196, 2]]
Random;16447515.0;40;[[152, 230, 288, 166], [26, 233, 90, 9]]
Random;16447725.0;40;[[37, 97, 325, 17]]
Random;16447770.0;40;[[27, 182, 61, 75], [2, 229, 134, 192], [223, 288, 311, 211], [164, 245, 213, 87]]
Random;16448415.0;40;[[205, 197, 349, 37]]
Random;16448550.0;40;[[81, 316, 321, 220]]
Random;16448655.0;40;[[286, 89, 330, 0], [19, 286, 111, 241], [71, 182, 153, 59], [190, 282, 252, 203]]
Random;16448715.0;40;[[153, 299, 297, 139]]
Random;16448775.0;40;[[50, 149, 144, 26], [12, 203, 163, 160], [193, 244, 292, 200], [314, 42, 331, 5]]
Random;16448805.0;40;[[134, 314, 224, 58]]
Random;16448925.0;40;[[14, 121, 302, 41]]
Random;16448985.0;40;[[152, 213, 349, 100], [308, 282, 349, 263]]
Random;16449630.0;40;[[39, 222, 186, 83], [265, 292, 298, 213]]
Random;16449825.0;40;[[41, 312, 201, 168]]
Random;16449870.0;40;[[10, 307, 106, 67]]
Random;16449930.0;40;[[13, 108, 46, 22], [143, 273, 204, 137], [267, 155, 329, 107], [71, 109, 165, 14]]
Random;16449990.0;40;[[201, 201, 354, 89], [53, 125, 74, 118], [32, 309, 106, 237], [4, 113, 43, 102]]
Random;16450365.0;40;[[80, 317, 187, 194], [204, 176, 293, 65]]
Random;16450440.0;40;[[171, 244, 250, 202], [179, 278, 238, 248], [272, 210, 360, 6]]
Random;16450470.0;40;[[26, 108, 63, 92], [220, 242, 306, 169], [65, 307, 175, 160]]
Random;16450590.0;40;[[188, 154, 326, 24], [42, 289, 92, 187]]
Random;16450605.0;40;[[174, 212, 338, 86], [86, 151, 140, 107]]
Random;16450665.0;40;[[119, 314, 236, 190], [271, 197, 350, 89]]
Random;16450710.0;40;[[37, 150, 173, 35], [254, 83, 354, 9]]
Random;16450785.0;40;[[141, 319, 285, 159]]
Random;16450890.0;40;[[49, 133, 198, 88], [70, 315, 115, 180], [275, 168, 351, 33]]
Random;16451070.0;40;[[18, 275, 105, 206], [195, 308, 224, 299], [43, 121, 276, 49]]
Random;16451145.0;40;[[56, 166, 216, 22]]
Random;16451190.0;40;[[120, 266, 248, 86]]
Random;16451460.0;40;[[192, 135, 332, 67], [13, 153, 143, 49]]
Random;16451715.0;40;[[89, 172, 269, 44]]
Random;16451715.0;40;[[55, 290, 175, 98]]
Random;16451775.0;40;[[7, 271, 295, 191]]
Random;16452150.0;40;[[8, 283, 128, 91]]
Random;16452285.0;40;[[29, 75, 213, 27], [65, 227, 287, 163]]
Random;16452510.0;40;[[11, 132, 214, 20], [3, 17, 22, 1]]
Random;16452750.0;40;[[28, 104, 193, 20], [29, 299, 182, 239]]
Random;16452765.0;40;[[239, 215, 324, 40], [49, 229, 120, 114]]
Random;16452810.0;40;[[156, 288, 246, 224], [229, 207, 319, 15]]
Random;16452915.0;40;[[15, 243, 105, 65], [122, 223, 271, 179], [123, 96, 152, 80]]
Random;16453275.0;40;[[81, 209, 97, 151], [126, 216, 149, 128], [168, 267, 261, 51]]
Random;16453365.0;40;[[186, 291, 330, 131]]
Random;16453395.0;40;[[12, 274, 88, 166], [93, 60, 188, 4], [134, 168, 250, 86]]
Random;16453470.0;40;[[12, 268, 108, 28]]
Random;16453815.0;40;[[132, 285, 260, 105]]
Random;16453860.0;40;[[165, 245, 345, 117]]
Random;16453935.0;40;[[69, 99, 357, 19]]
Random;16453995.0;40;[[198, 287, 342, 127]]
Random;16453995.0;40;[[8, 148, 73, 68], [252, 292, 320, 249], [23, 193, 64, 160], [137, 137, 274, 38]]
Random;16454145.0;40;[[5, 219, 293, 139]]
Random;16454550.0;40;[[69, 273, 142, 192], [183, 280, 356, 181]]
Random;16454865.0;40;[[174, 255, 287, 217], [35, 199, 271, 134], [286, 128, 319, 45], [42, 314, 71, 291]]
Random;16455015.0;40;[[31, 190, 211, 62]]
Random;16455135.0;40;[[146, 279, 236, 23]]
Random;16455135.0;40;[[258, 243, 321, 20], [178, 250, 248, 220], [137, 50, 168, 1], [30, 96, 98, 17]]
Random;16455225.0;40;[[209, 193, 329, 1]]
Random;16455240.0;40;[[279, 166, 314, 40], [21, 282, 76, 260], [36, 221, 170, 91]]
Random;16455315.0;40;[[57, 314, 237, 186]]
Random;16455315.0;40;[[194, 250, 290, 10]]
Random;16455345.0;40;[[111, 283, 303, 163]]
Random;16455675.0;40;[[174, 119, 206, 82], [324, 155, 356, 66], [77, 279, 275, 183]]
Random;16455990.0;40;[[92, 133, 284, 13]]
Random;16456230.0;40;[[37, 320, 229, 200]]
Random;16456365.0;40;[[118, 261, 313, 143], [58, 215, 63, 209]]
Random;16456395.0;40;[[170, 178, 330, 34]]
Random;16456440.0;40;[[17, 206, 144, 147], [230, 204, 258, 185], [138, 289, 333, 212]]
Random;16456530.0;40;[[113, 212, 188, 177], [111, 174, 218, 17], [4, 270, 36, 157]]
Random;16456650.0;40;[[43, 155, 223, 27]]
Random;16456680.0;40;[[249, 235, 345, 157], [126, 125, 318, 44]]
Random;16456755.0;40;[[20, 190, 308, 110]]
Random;16457535.0;40;[[68, 291, 324, 201]]
Random;16457820.0;40;[[271, 105, 343, 73], [135, 213, 327, 105]]
Random;16457880.0;40;[[28, 304, 284, 214]]
Random;16457970.0;40;[[140, 283, 300, 139]]
Random;16458165.0;40;[[259, 313, 302, 297], [122, 155, 298, 28]]
Random;16458180.0;40;[[76, 319, 323, 244], [166, 227, 271, 184]]
Random;16458180.0;40;[[25, 195, 80, 51], [268, 227, 340, 17]]
Random;16458210.0;40;[[9, 282, 155, 207], [42, 149, 172, 56]]
Random;16458375.0;40;[[206, 295, 254, 241], [7, 279, 114, 213], [220, 81, 301, 32], [130, 285, 203, 156]]
Random;16459020.0;40;[[31, 167, 132, 132], [233, 303, 316, 68]]
Random;16459155.0;40;[[0, 203, 200, 95], [3, 237, 48, 205]]
Random;16459410.0;40;[[104, 74, 175, 6], [118, 210, 168, 125], [214, 254, 292, 75]]
Random;16459485.0;40;[[178, 293, 258, 5]]
Random;16459485.0;40;[[143, 230, 323, 102]]
Random;16459560.0;40;[[169, 240, 297, 60]]
Random;16459665.0;40;[[140, 299, 300, 155]]
Random;16459845.0;40;[[218, 268, 338, 131], [91, 156, 191, 90]]
Random;16460205.0;40;[[260, 132, 273, 128], [103, 286, 261, 157], [27, 131, 103, 105], [3, 33, 48, 19]]
Random;16460295.0;40;[[144, 277, 237, 49], [14, 203, 68, 169]]
Random;16460400.0;40;[[5, 152, 293, 72]]
Random;16460520.0;40;[[227, 183, 355, 3]]
Random;16460550.0;40;[[79, 300, 223, 140]]
Random;16460565.0;40;[[80, 194, 320, 98]]
Random;16460790.0;40;[[36, 317, 324, 237]]
Random;16460865.0;40;[[114, 139, 294, 11]]
Random;16460940.0;40;[[14, 267, 77, 73], [263, 118, 287, 37], [93, 304, 144, 130]]
Random;16460985.0;40;[[205, 194, 333, 14]]
Random;16461015.0;40;[[231, 274, 321, 18]]
Random;16461255.0;40;[[55, 297, 135, 9]]
Random;16461390.0;40;[[180, 182, 360, 54]]
Random;16461495.0;40;[[30, 198, 138, 73], [154, 210, 207, 30]]
Random;16461540.0;40;[[107, 258, 197, 2]]
Random;16461570.0;40;[[107, 244, 287, 116]]
Random;16461720.0;40;[[218, 159, 306, 19], [70, 122, 204, 42]]
Random;16461750.0;40;[[93, 289, 279, 197], [156, 189, 234, 113]]
Random;16461840.0;40;[[105, 262, 353, 172], [127, 121, 145, 81]]
Random;16461885.0;40;[[180, 289, 324, 129]]
Random;16462020.0;40;[[93, 231, 216, 91], [224, 199, 284, 102]]
Random;16462035.0;40;[[240, 320, 360, 128]]
Random;16462350.0;40;[[32, 264, 116, 108], [228, 293, 292, 169], [100, 62, 150, 22]]
Random;16462380.0;40;[[149, 263, 341, 143]]
Random;16462680.0;40;[[66, 174, 222, 95], [33, 285, 174, 209]]
Random;16463235.0;40;[[97, 243, 277, 115]]
Random;16463355.0;40;[[123, 316, 213, 60]]
Random;16463550.0;40;[[162, 286, 322, 142]]
Random;16463580.0;40;[[128, 288, 323, 226], [120, 225, 174, 120], [268, 224, 308, 122], [81, 68, 111, 28]]
Random;16463820.0;40;[[118, 251, 310, 131]]
Random;16464135.0;40;[[36, 273, 156, 81]]
Random;16464315.0;40;[[29, 90, 95, 16], [99, 265, 142, 158], [98, 117, 163, 43], [283, 240, 336, 75]]
Random;16464630.0;40;[[182, 251, 278, 11]]
Random;16464735.0;40;[[13, 236, 141, 56]]
Random;16464855.0;40;[[44, 271, 257, 175], [23, 119, 50, 23]]
Random;16464885.0;40;[[38, 224, 198, 80]]
Random;16465020.0;40;[[46, 293, 174, 113]]
Random;16465035.0;40;[[139, 222, 261, 90], [261, 136, 329, 34]]
Random;16465140.0;40;[[77, 272, 269, 152]]
Random;16465170.0;40;[[155, 178, 266, 101], [233, 292, 335, 215], [78, 282, 125, 195], [42, 142, 72, 57]]
Random;16465545.0;40;[[183, 293, 303, 101]]
Random;16465875.0;40;[[152, 233, 267, 176], [82, 224, 106, 147], [44, 312, 250, 247], [329, 66, 358, 23]]
Random;16466010.0;40;[[164, 263, 260, 23]]
Random;16466025.0;40;[[28, 283, 107, 127], [203, 304, 317, 270], [245, 171, 321, 81]]
Random;16466310.0;40;[[105, 233, 204, 7], [265, 151, 283, 114]]
Random;16466355.0;40;[[26, 280, 206, 152]]
Random;16466415.0;40;[[134, 303, 230, 63]]
Random;16466595.0;40;[[71, 211, 311, 115]]
Random;16466670.0;40;[[195, 236, 355, 92]]
Random;16466835.0;40;[[49, 135, 229, 7]]
Random;16467210.0;40;[[201, 116, 300, 84], [23, 214, 131, 30]]
Random;16467285.0;40;[[89, 284, 269, 156]]
Random;16467675.0;40;[[4, 166, 196, 46]]
Random;16467705.0;40;[[81, 228, 270, 160], [91, 62, 252, 2], [306, 296, 339, 280]]
